id;latitudeBands;region
8856;14;
8857;13;
8858;12;
8859;11;
8860;10;
8861;9;
8862;8;
8863;7;
8864;6;
8865;5;
8866;4;
8867;3;
8868;2;
8869;1;
8870;49;
8871;48;
8872;47;
8873;46;
8874;45;
8875;44;
8876;43;
8877;42;eu
8878;41;eu
8879;40;eu
8880;39;eu
8881;38;eu
8882;37;eu
8883;36;eu
8884;35;eu
8885;34;eu
8886;33;eu
8887;32;eu
8888;31;eu
8889;30;eu
8890;29;eu
8891;28;eu
8892;27;eu
8893;26;
8894;25;
8895;24;eu
8896;23;eu
8897;22;eu
8898;21;
8899;20;eu
8900;19;eu
8901;18;
8902;17;
8903;16;
8904;15;
8905;14;
8906;13;
8907;12;
8908;11;
8909;10;
8910;9;
8911;8;
8912;7;
8913;6;
8914;5;
8915;4;
8916;3;
8917;2;
8918;1;
8919;49;
8920;48;
8921;47;
8922;46;
8923;45;
8924;44;
8925;43;
8926;42;eu
8927;41;eu
8928;40;eu
8929;39;eu
8930;38;eu
8931;37;eu
8932;36;eu
8933;35;eu
8934;34;eu
8935;33;eu
8936;32;eu
8937;31;eu
8938;30;eu
8939;29;eu
8940;28;eu
8941;27;eu
8942;26;eu
8943;25;eu
8944;24;eu
8945;23;eu
8946;22;eu
8947;21;eu
8948;20;eu
8949;19;
8950;18;
8951;17;eu
8952;16;
8953;15;
8954;14;
8955;13;
8956;12;
8957;11;
8958;10;
8959;9;
8960;8;
8961;7;
8962;6;
8963;5;
8964;4;
8965;3;
8966;2;
8967;1;
8968;49;
8969;48;eu
8970;47;
8971;46;
8972;45;
8973;44;
8974;43;
8975;42;eu
8976;41;eu
8977;40;eu
8978;39;eu
8979;38;eu
8980;37;eu
8981;36;eu
8982;35;eu
8983;34;eu
8984;33;eu
8985;32;eu
8986;31;eu
8987;30;eu
8988;29;eu
8989;28;eu
8990;27;eu
8991;26;eu
8992;25;
8993;24;
8994;23;
8995;22;
8996;21;
8997;20;eu
8998;19;
8999;18;
9000;17;eu
9001;16;
9002;15;
9003;14;
9004;13;
9005;12;
9006;11;
9007;10;
9008;9;
9009;8;
9010;7;
9011;6;
9012;5;
9013;4;
9014;3;
9015;2;
9016;1;
9017;49;
9018;48;eu
9019;47;
9020;46;
9021;45;
9022;44;
9023;43;eu
9024;42;eu
9025;41;eu
9026;40;eu
9027;39;eu
9028;38;eu
9029;37;eu
9030;36;eu
9031;35;eu
9032;34;eu
9033;33;eu
9034;32;eu
9035;31;eu
9036;30;eu
9037;29;eu
9038;28;eu
9039;27;eu
9040;26;eu
9041;25;eu
9042;24;
9043;23;
9044;22;
9045;21;
9046;20;eu
9047;19;
9048;18;
9049;17;
9050;16;
9051;15;
9052;14;
9053;13;
9054;12;
9055;11;
9056;10;
9057;9;
9058;8;
9059;7;
9060;6;
9061;5;
9062;4;
9063;3;
9064;2;
9065;1;
9066;49;
9067;48;eu
9068;47;
9069;46;
9070;45;
9071;44;eu
9072;43;eu
9073;42;eu
9074;41;eu
9075;40;eu
9076;39;eu
9077;38;eu
9078;37;eu
9079;36;eu
9080;35;eu
9081;34;eu
9082;33;eu
9083;32;eu
9084;31;eu
9085;30;eu
9086;29;eu
9087;28;eu
9088;27;eu
9089;26;eu
9090;25;eu
9091;24;
9092;23;
9093;22;
9094;21;
9095;20;eu
9096;19;
9097;18;
9098;17;
9099;16;
9100;15;
9101;14;
9102;13;
9103;12;
9104;11;
9105;10;
9106;9;
9107;8;
9108;7;
9109;6;
9110;5;
9111;4;
9112;3;
9113;2;
9114;1;
9115;49;
9116;48;eu
9117;47;
9118;46;
9119;45;
9120;44;eu
9121;43;eu
9122;42;eu
9123;41;eu
9124;40;eu
9125;39;eu
9126;38;eu
9127;37;eu
9128;36;eu
9129;35;eu
9130;34;eu
9131;33;eu
9132;32;eu
9133;31;eu
9134;30;eu
9135;29;eu
9136;28;eu
9137;27;eu
9138;26;eu
9139;25;eu
9140;24;
9141;23;
9142;22;eu
9143;21;eu
9144;20;
9145;19;
9146;18;
9147;17;
9148;16;
9149;15;
9150;14;
9151;13;
9152;12;
9153;11;
9154;10;
9155;9;
9156;8;
9157;7;
9158;6;
9159;5;
9160;4;
9161;3;
9162;2;
9163;1;
9164;49;
9165;48;eu
9166;47;
9167;46;
9168;45;
9169;44;eu
9170;43;eu
9171;42;eu
9172;41;eu
9173;40;eu
9174;39;eu
9175;38;eu
9176;37;eu
9177;36;eu
9178;35;eu
9179;34;eu
9180;33;eu
9181;32;eu
9182;31;eu
9183;30;eu
9184;29;eu
9185;28;eu
9186;27;
9187;26;eu
9188;25;eu
9189;24;eu
9190;23;
9191;22;
9192;21;eu
9193;20;eu
9194;19;eu
9195;18;
9196;17;
9197;16;
9198;15;
9199;14;
9200;13;
9201;12;
9202;11;
9203;10;
9204;9;
9205;8;
9206;7;
9207;6;
9208;5;
9209;4;
9210;3;
9211;2;
9212;1;
9213;49;
9214;48;eu
9215;47;
9216;46;
9217;45;eu
9218;44;eu
9219;43;eu
9220;42;eu
9221;41;eu
9222;40;eu
9223;39;eu
9224;38;eu
9225;37;eu
9226;36;eu
9227;35;eu
9228;34;eu
9229;33;eu
9230;32;eu
9231;31;eu
9232;30;eu
9233;29;eu
9234;28;eu
9235;27;eu
9236;26;
9237;25;
9238;24;eu
9239;23;eu
9240;22;
9241;21;eu
9242;20;eu
9243;19;
9244;18;
9245;17;
9246;16;
9247;15;
9248;14;
9249;13;
9250;12;
9251;11;
9252;10;
9253;9;
9254;8;
9255;7;
9256;6;
9257;5;
9258;4;
9259;3;
9260;2;
9261;1;
9262;49;
9263;48;eu
9264;47;eu
9265;46;
9266;45;eu
9267;44;eu
9268;43;eu
9269;42;eu
9270;41;eu
9271;40;eu
9272;39;eu
9273;38;eu
9274;37;eu
9275;36;eu
9276;35;eu
9277;34;eu
9278;33;eu
9279;32;eu
9280;31;eu
9281;30;eu
9282;29;eu
9283;28;eu
9284;27;eu
9285;26;eu
9286;25;eu
9287;24;eu
9288;23;eu
9289;22;eu
9290;21;eu
9291;20;
9292;19;
9293;18;
9294;17;
9295;16;
9296;15;
9297;14;
9298;13;
9299;12;
9300;11;
9301;10;
9302;9;
9303;8;
9304;7;
9305;6;
9306;5;
9307;4;
9308;3;
9309;2;
9310;1;
9311;49;
9312;48;eu
9313;47;
9314;46;
9315;45;eu
9316;44;eu
9317;43;eu
9318;42;eu
9319;41;eu
9320;40;eu
9321;39;eu
9322;38;eu
9323;37;
9324;36;eu
9325;35;eu
9326;34;eu
9327;33;eu
9328;32;eu
9329;31;eu
9330;30;eu
9331;29;eu
9332;28;eu
9333;27;eu
9334;26;eu
9335;25;
9336;24;eu
9337;23;eu
9338;22;
9339;21;
9340;20;
9341;19;
9342;18;
9343;17;
9344;16;
9345;15;
9346;14;
9347;13;
9348;12;
9349;11;
9350;10;
9351;9;
9352;8;
9353;7;
9354;6;
9355;5;
9356;4;
9357;3;
9358;2;
9359;1;
9360;49;
9361;48;eu
9362;47;eu
9363;46;
9364;45;eu
9365;44;eu
9366;43;eu
9367;42;eu
9368;41;eu
9369;40;eu
9370;39;eu
9371;38;eu
9372;37;
9373;36;eu
9374;35;eu
9375;34;eu
9376;33;eu
9377;32;eu
9378;31;eu
9379;30;eu
9380;29;eu
9381;28;eu
9382;27;eu
9383;26;eu
9384;25;eu
9385;24;
9386;23;
9387;22;
9388;21;
9389;20;
9390;19;
9391;18;
9392;17;
9393;16;
9394;15;
9395;14;
9396;13;
9397;12;
9398;11;
9399;10;
9400;9;
9401;8;
9402;7;
9403;6;
9404;5;
9405;4;
9406;3;
9407;2;
9408;1;
9409;49;
9410;48;eu
9411;47;eu
9412;46;
9413;45;eu
9414;44;eu
9415;43;eu
9416;42;eu
9417;41;
9418;40;eu
9419;39;eu
9420;38;eu
9421;37;
9422;36;eu
9423;35;eu
9424;34;eu
9425;33;eu
9426;32;eu
9427;31;eu
9428;30;eu
9429;29;eu
9430;28;eu
9431;27;eu
9432;26;eu
9433;25;eu
9434;24;eu
9435;23;eu
9436;22;
9437;21;
9438;20;
9439;19;
9440;18;
9441;17;
9442;16;
9443;15;
9444;14;
9445;13;
9446;12;
9447;11;
9448;10;
9449;9;
9450;8;
9451;7;
9452;6;
9453;5;
9454;4;
9455;3;
9456;2;
9457;1;
9458;49;eu
9459;48;eu
9460;47;
9461;46;
9462;45;eu
9463;44;eu
9464;43;eu
9465;42;eu
9466;41;
9467;40;eu
9468;39;
9469;38;
9470;37;eu
9471;36;eu
9472;35;eu
9473;34;eu
9474;33;eu
9475;32;eu
9476;31;eu
9477;30;eu
9478;29;eu
9479;28;eu
9480;27;eu
9481;26;eu
9482;25;eu
9483;24;eu
9484;23;eu
9485;22;eu
9486;21;
9487;20;
9488;19;
9489;18;
9490;17;
9491;16;
9492;15;
9493;14;
9494;13;
9495;12;
9496;11;
9497;10;
9498;9;
9499;8;
9500;7;
9501;6;
9502;5;
9503;4;
9504;3;
9505;2;
9506;1;
9507;49;
9508;48;eu
9509;47;
9510;46;
9511;45;eu
9512;44;eu
9513;43;eu
9514;42;eu
9515;41;eu
9516;40;eu
9517;39;eu
9518;38;eu
9519;37;eu
9520;36;eu
9521;35;eu
9522;34;eu
9523;33;eu
9524;32;eu
9525;31;eu
9526;30;eu
9527;29;eu
9528;28;eu
9529;27;eu
9530;26;eu
9531;25;eu
9532;24;eu
9533;23;eu
9534;22;eu
9535;21;eu
9536;20;eu
9537;19;
9538;18;
9539;17;
9540;16;
9541;15;
9542;14;
9543;13;
9544;12;
9545;11;
9546;10;
9547;9;
9548;8;
9549;7;
9550;6;
9551;5;
9552;4;
9553;3;
9554;2;
9555;1;
9556;49;
9557;48;eu
9558;47;
9559;46;
9560;45;eu
9561;44;eu
9562;43;eu
9563;42;eu
9564;41;eu
9565;40;eu
9566;39;eu
9567;38;eu
9568;37;eu
9569;36;eu
9570;35;eu
9571;34;eu
9572;33;eu
9573;32;eu
9574;31;eu
9575;30;eu
9576;29;eu
9577;28;eu
9578;27;eu
9579;26;eu
9580;25;eu
9581;24;eu
9582;23;eu
9583;22;eu
9584;21;eu
9585;20;eu
9586;19;
9587;18;
9588;17;
9589;16;
9590;15;
9591;14;
9592;13;
9593;12;
9594;11;
9595;10;
9596;9;
9597;8;
9598;7;
9599;6;
9600;5;
9601;4;
9602;3;
9603;2;
9604;1;
9605;49;
9606;48;eu
9607;47;
9608;46;
9609;45;eu
9610;44;eu
9611;43;eu
9612;42;eu
9613;41;eu
9614;40;eu
9615;39;eu
9616;38;eu
9617;37;eu
9618;36;eu
9619;35;eu
9620;34;eu
9621;33;eu
9622;32;eu
9623;31;eu
9624;30;eu
9625;29;eu
9626;28;
9627;27;eu
9628;26;eu
9629;25;eu
9630;24;eu
9631;23;
9632;22;eu
9633;21;eu
9634;20;eu
9635;19;eu
9636;18;eu
9637;17;
9638;16;
9639;15;
9640;14;
9641;13;
9642;12;
9643;11;
9644;10;
9645;9;
9646;8;
9647;7;
9648;6;
9649;5;
9650;4;
9651;3;
9652;2;
9653;1;
9654;49;
9655;48;
9656;47;
9657;46;eu
9658;45;eu
9659;44;eu
9660;43;eu
9661;42;eu
9662;41;eu
9663;40;eu
9664;39;eu
9665;38;eu
9666;37;eu
9667;36;eu
9668;35;eu
9669;34;eu
9670;33;eu
9671;32;eu
9672;31;eu
9673;30;eu
9674;29;eu
9675;28;eu
9676;27;
9677;26;eu
9678;25;eu
9679;24;eu
9680;23;
9681;22;
9682;21;eu
9683;20;
9684;19;
9685;18;eu
9686;17;
9687;16;
9688;15;
9689;14;
9690;13;
9691;12;
9692;11;
9693;10;
9694;9;
9695;8;
9696;7;
9697;6;
9698;5;
9699;4;
9700;3;
9701;2;
9702;1;
9703;49;
9704;48;
9705;47;
9706;46;eu
9707;45;eu
9708;44;eu
9709;43;eu
9710;42;eu
9711;41;eu
9712;40;eu
9713;39;eu
9714;38;eu
9715;37;eu
9716;36;eu
9717;35;eu
9718;34;eu
9719;33;eu
9720;32;eu
9721;31;eu
9722;30;eu
9723;29;eu
9724;28;eu
9725;27;eu
9726;26;eu
9727;25;eu
9728;24;
9729;23;
9730;22;
9731;21;eu
9732;20;eu
9733;19;
9734;18;eu
9735;17;
9736;16;
9737;15;
9738;14;
9739;13;
9740;12;
9741;11;
9742;10;
9743;9;
9744;8;
9745;7;
9746;6;
9747;5;
9748;4;
9749;3;
9750;2;
9751;1;
9752;49;
9753;48;eu
9754;47;
9755;46;
9756;45;eu
9757;44;eu
9758;43;eu
9759;42;eu
9760;41;eu
9761;40;eu
9762;39;eu
9763;38;eu
9764;37;eu
9765;36;eu
9766;35;eu
9767;34;
9768;33;eu
9769;32;eu
9770;31;eu
9771;30;eu
9772;29;eu
9773;28;eu
9774;27;
9775;26;
9776;25;
9777;24;eu
9778;23;eu
9779;22;eu
9780;21;eu
9781;20;
9782;19;
9783;18;
9784;17;
9785;16;
9786;15;
9787;14;
9788;13;
9789;12;
9790;11;
9791;10;
9792;9;
9793;8;
9794;7;
9795;6;
9796;5;
9797;4;
9798;3;
9799;2;
9800;1;
9801;49;
9802;48;eu
9803;47;
9804;46;eu
9805;45;eu
9806;44;eu
9807;43;eu
9808;42;eu
9809;41;eu
9810;40;eu
9811;39;eu
9812;38;eu
9813;37;eu
9814;36;eu
9815;35;eu
9816;34;eu
9817;33;eu
9818;32;eu
9819;31;eu
9820;30;eu
9821;29;
9822;28;
9823;27;
9824;26;eu
9825;25;eu
9826;24;
9827;23;eu
9828;22;
9829;21;eu
9830;20;eu
9831;19;eu
9832;18;
9833;17;
9834;16;
9835;15;
9836;14;
9837;13;
9838;12;
9839;11;
9840;10;
9841;9;
9842;8;
9843;7;
9844;6;
9845;5;
9846;4;
9847;3;
9848;2;
9849;1;
9850;49;
9851;48;eu
9852;47;
9853;46;
9854;45;eu
9855;44;eu
9856;43;eu
9857;42;eu
9858;41;eu
9859;40;eu
9860;39;eu
9861;38;eu
9862;37;eu
9863;36;eu
9864;35;
9865;34;eu
9866;33;eu
9867;32;eu
9868;31;eu
9869;30;
9870;29;
9871;28;
9872;27;
9873;26;eu
9874;25;
9875;24;eu
9876;23;eu
9877;22;eu
9878;21;eu
9879;20;eu
9880;19;
9881;18;
9882;17;
9883;16;
9884;15;
9885;14;
9886;13;
9887;12;
9888;11;
9889;10;
9890;9;
9891;8;
9892;7;
9893;6;
9894;5;
9895;4;
9896;3;
9897;2;
9898;1;
9899;49;
9900;48;eu
9901;47;
9902;46;
9903;45;eu
9904;44;eu
9905;43;eu
9906;42;eu
9907;41;eu
9908;40;eu
9909;39;eu
9910;38;eu
9911;37;eu
9912;36;eu
9913;35;eu
9914;34;eu
9915;33;eu
9916;32;eu
9917;31;eu
9918;30;eu
9919;29;eu
9920;28;
9921;27;
9922;26;
9923;25;
9924;24;
9925;23;
9926;22;
9927;21;eu
9928;20;eu
9929;19;eu
9930;18;
9931;17;
9932;16;
9933;15;
9934;14;
9935;13;
9936;12;
9937;11;
9938;10;
9939;9;eu
9940;8;
9941;7;
9942;6;
9943;5;
9944;4;
9945;3;
9946;2;
9947;1;
9948;49;
9949;48;
9950;47;
9951;46;
9952;45;eu
9953;44;eu
9954;43;
9955;42;eu
9956;41;eu
9957;40;eu
9958;39;eu
9959;38;eu
9960;37;eu
9961;36;
9962;35;
9963;34;eu
9964;33;eu
9965;32;eu
9966;31;eu
9967;30;eu
9968;29;eu
9969;28;
9970;27;
9971;26;
9972;25;
9973;24;
9974;23;eu
9975;22;eu
9976;21;eu
9977;20;eu
9978;19;
9979;18;
9980;17;
9981;16;
9982;15;
9983;14;
9984;13;eu
9985;12;
9986;11;
9987;10;
9988;9;
9989;8;
9990;7;
9991;6;
9992;5;
9993;4;
9994;3;
9995;2;
9996;1;
9997;49;
9998;48;eu
9999;47;
10000;46;
10001;45;eu
10002;44;eu
10003;43;
10004;42;
10005;41;eu
10006;40;eu
10007;39;eu
10008;38;eu
10009;37;eu
10010;36;eu
10011;35;eu
10012;34;eu
10013;33;eu
10014;32;eu
10015;31;eu
10016;30;eu
10017;29;
10018;28;
10019;27;
10020;26;
10021;25;
10022;24;
10023;23;
10024;22;eu
10025;21;
10026;20;eu
10027;19;
10028;18;
10029;17;
10030;16;
10031;15;
10032;14;
10033;13;eu
10034;12;
10035;11;
10036;10;
10037;9;
10038;8;
10039;7;
10040;6;
10041;5;
10042;4;
10043;3;
10044;2;
10045;1;
10046;49;
10047;48;
10048;47;
10049;46;
10050;45;eu
10051;44;eu
10052;43;eu
10053;42;eu
10054;41;eu
10055;40;eu
10056;39;eu
10057;38;eu
10058;37;eu
10059;36;eu
10060;35;eu
10061;34;eu
10062;33;eu
10063;32;eu
10064;31;eu
10065;30;eu
10066;29;eu
10067;28;eu
10068;27;
10069;26;
10070;25;eu
10071;24;
10072;23;
10073;22;
10074;21;eu
10075;20;
10076;19;eu
10077;18;eu
10078;17;
10079;16;
10080;15;
10081;14;
10082;13;
10083;12;
10084;11;
10085;10;
10086;9;
10087;8;
10088;7;
10089;6;
10090;5;
10091;4;
10092;3;
10093;2;
10094;1;
10095;49;
10096;48;
10097;47;
10098;46;
10099;45;eu
10100;44;eu
10101;43;eu
10102;42;eu
10103;41;eu
10104;40;eu
10105;39;eu
10106;38;eu
10107;37;eu
10108;36;eu
10109;35;eu
10110;34;eu
10111;33;eu
10112;32;eu
10113;31;
10114;30;eu
10115;29;eu
10116;28;eu
10117;27;eu
10118;26;
10119;25;eu
10120;24;eu
10121;23;
10122;22;
10123;21;eu
10124;20;
10125;19;
10126;18;eu
10127;17;
10128;16;
10129;15;
10130;14;eu
10131;13;
10132;12;eu
10133;11;eu
10134;10;
10135;9;
10136;8;
10137;7;
10138;6;
10139;5;
10140;4;
10141;3;
10142;2;
10143;1;
10144;49;
10145;48;
10146;47;
10147;46;
10148;45;eu
10149;44;eu
10150;43;eu
10151;42;eu
10152;41;eu
10153;40;eu
10154;39;
10155;38;eu
10156;37;eu
10157;36;eu
10158;35;eu
10159;34;eu
10160;33;eu
10161;32;eu
10162;31;eu
10163;30;eu
10164;29;eu
10165;28;eu
10166;27;
10167;26;
10168;25;
10169;24;
10170;23;
10171;22;eu
10172;21;eu
10173;20;eu
10174;19;
10175;18;
10176;17;eu
10177;16;eu
10178;15;eu
10179;14;eu
10180;13;eu
10181;12;eu
10182;11;eu
10183;10;
10184;9;
10185;8;
10186;7;
10187;6;
10188;5;
10189;4;
10190;3;
10191;2;
10192;1;
10193;49;
10194;48;
10195;47;
10196;46;
10197;45;eu
10198;44;
10199;43;eu
10200;42;
10201;41;eu
10202;40;
10203;39;eu
10204;38;eu
10205;37;eu
10206;36;eu
10207;35;eu
10208;34;eu
10209;33;eu
10210;32;eu
10211;31;eu
10212;30;
10213;29;eu
10214;28;eu
10215;27;
10216;26;
10217;25;
10218;24;
10219;23;eu
10220;22;
10221;21;
10222;20;eu
10223;19;eu
10224;18;
10225;17;eu
10226;16;eu
10227;15;
10228;14;
10229;13;eu
10230;12;
10231;11;
10232;10;
10233;9;
10234;8;
10235;7;
10236;6;
10237;5;
10238;4;
10239;3;
10240;2;
10241;1;
10242;49;
10243;48;
10244;47;
10245;46;
10246;45;
10247;44;eu
10248;43;eu
10249;42;eu
10250;41;eu
10251;40;
10252;39;eu
10253;38;eu
10254;37;eu
10255;36;eu
10256;35;eu
10257;34;eu
10258;33;eu
10259;32;eu
10260;31;
10261;30;eu
10262;29;eu
10263;28;eu
10264;27;
10265;26;
10266;25;
10267;24;
10268;23;eu
10269;22;
10270;21;
10271;20;
10272;19;
10273;18;
10274;17;
10275;16;
10276;15;eu
10277;14;eu
10278;13;
10279;12;
10280;11;
10281;10;
10282;9;
10283;8;
10284;7;
10285;6;
10286;5;
10287;4;
10288;3;
10289;2;
10290;1;
10291;49;
10292;48;
10293;47;
10294;46;
10295;45;
10296;44;eu
10297;43;eu
10298;42;eu
10299;41;eu
10300;40;eu
10301;39;eu
10302;38;eu
10303;37;eu
10304;36;eu
10305;35;eu
10306;34;eu
10307;33;eu
10308;32;eu
10309;31;eu
10310;30;eu
10311;29;eu
10312;28;eu
10313;27;eu
10314;26;
10315;25;
10316;24;
10317;23;
10318;22;
10319;21;
10320;20;eu
10321;19;
10322;18;eu
10323;17;
10324;16;
10325;15;
10326;14;
10327;13;
10328;12;
10329;11;
10330;10;
10331;9;
10332;8;
10333;7;
10334;6;
10335;5;
10336;4;
10337;3;
10338;2;
10339;1;
10340;49;
10341;48;
10342;47;
10343;46;
10344;45;
10345;44;eu
10346;43;eu
10347;42;eu
10348;41;eu
10349;40;eu
10350;39;eu
10351;38;eu
10352;37;eu
10353;36;eu
10354;35;eu
10355;34;eu
10356;33;
10357;32;eu
10358;31;eu
10359;30;
10360;29;
10361;28;eu
10362;27;eu
10363;26;
10364;25;
10365;24;eu
10366;23;eu
10367;22;eu
10368;21;
10369;20;
10370;19;eu
10371;18;
10372;17;
10373;16;
10374;15;
10375;14;
10376;13;
10377;12;
10378;11;
10379;10;
10380;9;
10381;8;
10382;7;
10383;6;
10384;5;
10385;4;
10386;3;
10387;2;
10388;1;
10389;49;
10390;48;
10391;47;
10392;46;
10393;45;
10394;44;eu
10395;43;eu
10396;42;eu
10397;41;eu
10398;40;eu
10399;39;eu
10400;38;eu
10401;37;eu
10402;36;eu
10403;35;eu
10404;34;eu
10405;33;
10406;32;eu
10407;31;
10408;30;
10409;29;eu
10410;28;eu
10411;27;eu
10412;26;eu
10413;25;
10414;24;eu
10415;23;
10416;22;
10417;21;
10418;20;
10419;19;
10420;18;
10421;17;
10422;16;
10423;15;
10424;14;
10425;13;
10426;12;
10427;11;
10428;10;
10429;9;
10430;8;
10431;7;
10432;6;
10433;5;
10434;4;
10435;3;eu
10436;2;
10437;1;
10438;49;
10439;48;
10440;47;
10441;46;
10442;45;
10443;44;eu
10444;43;eu
10445;42;eu
10446;41;
10447;40;eu
10448;39;eu
10449;38;eu
10450;37;eu
10451;36;eu
10452;35;eu
10453;34;eu
10454;33;eu
10455;32;eu
10456;31;
10457;30;
10458;29;
10459;28;
10460;27;eu
10461;26;eu
10462;25;eu
10463;24;eu
10464;23;eu
10465;22;
10466;21;eu
10467;20;
10468;19;
10469;18;
10470;17;
10471;16;
10472;15;
10473;14;
10474;13;
10475;12;
10476;11;
10477;10;eu
10478;9;
10479;8;
10480;7;
10481;6;
10482;5;
10483;4;
10484;3;
10485;2;eu
10486;1;
10487;49;
10488;48;
10489;47;
10490;46;
10491;45;
10492;44;
10493;43;
10494;42;eu
10495;41;eu
10496;40;eu
10497;39;eu
10498;38;eu
10499;37;eu
10500;36;eu
10501;35;eu
10502;34;
10503;33;eu
10504;32;eu
10505;31;eu
10506;30;eu
10507;29;
10508;28;
10509;27;eu
10510;26;eu
10511;25;eu
10512;24;eu
10513;23;eu
10514;22;
10515;21;
10516;20;
10517;19;
10518;18;
10519;17;
10520;16;
10521;15;
10522;14;
10523;13;
10524;12;
10525;11;
10526;10;
10527;9;
10528;8;
10529;7;
10530;6;
10531;5;
10532;4;
10533;3;
10534;2;
10535;1;
10536;49;
10537;48;
10538;47;
10539;46;
10540;45;
10541;44;
10542;43;
10543;42;eu
10544;41;
10545;40;eu
10546;39;eu
10547;38;eu
10548;37;eu
10549;36;eu
10550;35;eu
10551;34;eu
10552;33;
10553;32;eu
10554;31;eu
10555;30;
10556;29;
10557;28;eu
10558;27;eu
10559;26;eu
10560;25;eu
10561;24;eu
10562;23;
10563;22;eu
10564;21;
10565;20;
10566;19;
10567;18;
10568;17;
10569;16;eu
10570;15;
10571;14;
10572;13;
10573;12;
10574;11;
10575;10;
10576;9;
10577;8;
10578;7;
10579;6;
10580;5;
10581;4;
10582;3;
10583;2;
10584;1;
10585;49;
10586;48;
10587;47;
10588;46;
10589;45;
10590;44;eu
10591;43;eu
10592;42;eu
10593;41;
10594;40;eu
10595;39;eu
10596;38;eu
10597;37;eu
10598;36;eu
10599;35;
10600;34;
10601;33;
10602;32;eu
10603;31;eu
10604;30;
10605;29;
10606;28;
10607;27;eu
10608;26;eu
10609;25;eu
10610;24;eu
10611;23;eu
10612;22;
10613;21;eu
10614;20;
10615;19;eu
10616;18;
10617;17;
10618;16;eu
10619;15;
10620;14;
10621;13;
10622;12;
10623;11;
10624;10;
10625;9;
10626;8;
10627;7;
10628;6;
10629;5;
10630;4;
10631;3;
10632;2;
10633;1;
10634;49;
10635;48;
10636;47;
10637;46;
10638;45;
10639;44;eu
10640;43;eu
10641;42;
10642;41;eu
10643;40;
10644;39;eu
10645;38;eu
10646;37;eu
10647;36;eu
10648;35;eu
10649;34;
10650;33;eu
10651;32;eu
10652;31;eu
10653;30;
10654;29;
10655;28;
10656;27;
10657;26;eu
10658;25;eu
10659;24;eu
10660;23;eu
10661;22;
10662;21;eu
10663;20;
10664;19;
10665;18;
10666;17;
10667;16;
10668;15;
10669;14;
10670;13;
10671;12;
10672;11;
10673;10;
10674;9;
10675;8;
10676;7;
10677;6;
10678;5;
10679;4;
10680;3;
10681;2;
10682;1;
10683;49;
10684;48;
10685;47;
10686;46;
10687;45;
10688;44;
10689;43;
10690;42;eu
10691;41;
10692;40;eu
10693;39;eu
10694;38;eu
10695;37;eu
10696;36;eu
10697;35;eu
10698;34;eu
10699;33;
10700;32;
10701;31;eu
10702;30;
10703;29;
10704;28;
10705;27;eu
10706;26;eu
10707;25;eu
10708;24;
10709;23;eu
10710;22;eu
10711;21;eu
10712;20;
10713;19;
10714;18;eu
10715;17;
10716;16;
10717;15;
10718;14;
10719;13;
10720;12;
10721;11;
10722;10;
10723;9;
10724;8;
10725;7;
10726;6;
10727;5;
10728;4;
10729;3;
10730;2;
10731;1;
10732;49;
10733;48;
10734;47;
10735;46;
10736;45;
10737;44;eu
10738;43;
10739;42;eu
10740;41;eu
10741;40;eu
10742;39;eu
10743;38;eu
10744;37;eu
10745;36;eu
10746;35;
10747;34;eu
10748;33;
10749;32;
10750;31;eu
10751;30;
10752;29;
10753;28;
10754;27;
10755;26;eu
10756;25;eu
10757;24;eu
10758;23;
10759;22;
10760;21;
10761;20;
10762;19;
10763;18;eu
10764;17;
10765;16;
10766;15;eu
10767;14;
10768;13;
10769;12;
10770;11;
10771;10;
10772;9;
10773;8;
10774;7;
10775;6;
10776;5;
10777;4;
10778;3;
10779;2;
10780;1;
10781;49;
10782;48;
10783;47;
10784;46;
10785;45;
10786;44;eu
10787;43;eu
10788;42;eu
10789;41;eu
10790;40;eu
10791;39;eu
10792;38;eu
10793;37;eu
10794;36;eu
10795;35;eu
10796;34;
10797;33;eu
10798;32;
10799;31;
10800;30;
10801;29;
10802;28;
10803;27;
10804;26;
10805;25;eu
10806;24;eu
10807;23;
10808;22;eu
10809;21;
10810;20;
10811;19;
10812;18;eu
10813;17;eu
10814;16;eu
10815;15;
10816;14;
10817;13;
10818;12;
10819;11;
10820;10;
10821;9;
10822;8;
10823;7;
10824;6;
10825;5;
10826;4;
10827;3;
10828;2;
10829;1;
10830;49;
10831;48;
10832;47;
10833;46;
10834;45;
10835;44;eu
10836;43;eu
10837;42;eu
10838;41;eu
10839;40;eu
10840;39;eu
10841;38;eu
10842;37;eu
10843;36;eu
10844;35;eu
10845;34;eu
10846;33;
10847;32;
10848;31;
10849;30;
10850;29;
10851;28;
10852;27;
10853;26;
10854;25;
10855;24;
10856;23;
10857;22;
10858;21;
10859;20;eu
10860;19;
10861;18;
10862;17;
10863;16;
10864;15;eu
10865;14;
10866;13;
10867;12;
10868;11;
10869;10;
10870;9;
10871;8;
10872;7;
10873;6;
10874;5;
10875;4;
10876;3;
10877;2;
10878;1;
10879;49;
10880;48;
10881;47;
10882;46;
10883;45;
10884;44;
10885;43;eu
10886;42;eu
10887;41;eu
10888;40;eu
10889;39;eu
10890;38;eu
10891;37;eu
10892;36;
10893;35;eu
